MCC,MNC,Brand,Operator,Status,Bands (MHz),References and notes,Country,Iso
404,60,Vi India,Rajasthan,Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
404,62,BSNL Mobile,Jammu & Kashmir,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,64,BSNL Mobile,Chennai,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,66,BSNL Mobile,Maharashtra & Goa,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,67,Reliance,Madhya Pradesh & Chhattisgarh,Operational,LTE,Data-only as of 2020,India,in
404,68,MTNL,Delhi & NCR,Operational,GSM 900 / UMTS 2100 / LTE 1800, To be merged with BSNL,India,in
404,69,MTNL,Mumbai,Operational,GSM 900 / UMTS 2100, To be merged with BSNL,India,in
404,70,AirTel,Rajasthan,Operational,GSM 900 / GSM 1800 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,71,BSNL Mobile,Karnataka (Bangalore),Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,72,BSNL Mobile,Kerala,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,73,BSNL Mobile,Andhra Pradesh and Telangana,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,74,BSNL Mobile,West Bengal,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,75,BSNL Mobile,Bihar,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,76,BSNL Mobile,Odisha,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,77,BSNL Mobile,North East,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,78,Vi India,Madhya Pradesh & Chattishgarh,Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300 / TD-LTE 2500, Former IDEA,India,in
404,79,BSNL Mobile,Andaman Nicobar,Operational,GSM 900 / UMTS 2100,Former CellOne,India,in
404,80,BSNL Mobile,Tamil Nadu,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,81,BSNL Mobile,Kolkata,Operational,GSM 900 / UMTS 2100 / LTE 2100, Former CellOne,India,in
404,82,Vi India,Himachal Pradesh,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
404,83,Reliance,Kolkata,Operational,LTE,Data-only as of 2020,India,in
404,84,Vi India,Chennai,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100, Former Vodafone India,India,in
404,85,Reliance,West Bengal,Operational,LTE,Data-only as of 2020,India,in
404,86,Vi India,Karnataka,Operational,GSM 900 / LTE 900 / LTE 1800 / LTE 2100, Former Vodafone India,India,in
404,87,Vi India,Rajasthan,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
404,88,Vi India,Punjab,Not Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
404,89,Vi India,Uttar Pradesh (East),Not Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
404,90,AirTel,Maharashtra,Operational,GSM 1800 / LTE 850 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,91,AIRCEL,Kolkata,Not operational,GSM 900,Bankrupt in 2018,India,in
404,92,AirTel,Mumbai,Operational,GSM 900 / GSM 1800 / LTE 850 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,93,AirTel,Madhya Pradesh,Operational,GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,94,AirTel,Tamil Nadu,Operational,GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,95,AirTel,Kerala,Operational,GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,96,AirTel,Haryana,Operational,GSM 1800 / LTE 850 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,97,AirTel,Uttar Pradesh (West),Operational,GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
404,98,AirTel,Gujarat,Operational,GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,01,Reliance,Andhra Pradesh and Telangana,Not operational,GSM 1800,,India,in
405,025,TATA DOCOMO,Andhra Pradesh and Telangana,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,026,TATA DOCOMO,Assam,Not operational,CDMA 850,Merged with Airtel in 2019,India,in
405,027,TATA DOCOMO,Bihar/Jharkhand,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,028,TATA DOCOMO,Chennai,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,029,TATA DOCOMO,Delhi,Not operational,CDMA 850,Merged with Airtel in 2019,India,in
405,03,Reliance,Bihar,Operational,LTE,Data-only as of 2020,India,in
405,030,TATA DOCOMO,Gujarat,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,031,TATA DOCOMO,Haryana,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,032,TATA DOCOMO,Himachal Pradesh,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,033,TATA DOCOMO,Jammu & Kashmir,Not operational,CDMA 850,Merged with Airtel in 2019,India,in
405,034,TATA DOCOMO,Karnataka,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,035,TATA DOCOMO,Kerala,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,036,TATA DOCOMO,Kolkata,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,037,TATA DOCOMO,Maharashtra & Goa,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,038,TATA DOCOMO,Madhya Pradesh,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,039,TATA DOCOMO,Mumbai,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,04,Reliance,Chennai,Operational,LTE,Data-only as of 2020,India,in
405,041,TATA DOCOMO,Odisha,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,042,TATA DOCOMO,Punjab,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,043,TATA DOCOMO,Rajasthan,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,044,TATA DOCOMO,Tamil Nadu including Chennai,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,045,TATA DOCOMO,Uttar Pradesh (East),Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,046,TATA DOCOMO,Uttar Pradesh (West) & Uttarakhand,Not operational,CDMA 850 / GSM 1800 / UMTS 2100,Merged with Airtel in 2019,India,in
405,047,TATA DOCOMO,West Bengal,Not operational,CDMA 850 / GSM 1800,Merged with Airtel in 2019,India,in
405,05,Reliance,Delhi & NCR,Operational,LTE,Data-only as of 2020,India,in
405,06,Reliance,Gujarat,Operational,LTE,Data-only as of 2020,India,in
405,07,Reliance,Haryana,Operational,LTE,Data-only as of 2020,India,in
405,08,Reliance,Himachal Pradesh,Operational,LTE,Data-only as of 2020,India,in
405,09,Reliance,Jammu & Kashmir,Operational,LTE,Data-only as of 2020,India,in
405,10,Reliance,Karnataka,Operational,LTE,Data-only as of 2020,India,in
405,11,Reliance,Kerala,Operational,LTE,Data-only as of 2020,India,in
405,12,Reliance,Kolkata,Operational,LTE,Data-only as of 2020,India,in
405,13,Reliance,Maharashtra & Goa,Operational,LTE,Data-only as of 2020,India,in
405,14,Reliance,Madhya Pradesh,Operational,LTE,Data-only as of 2020,India,in
405,15,Reliance,Mumbai,Operational,LTE,Data-only as of 2020,India,in
405,17,Reliance,Odisha,Operational,LTE,Data-only as of 2020,India,in
405,18,Reliance,Punjab,Operational,LTE,Data-only as of 2020,India,in
405,19,Reliance,Rajasthan,Operational,LTE,Data-only as of 2020,India,in
405,20,Reliance,Tamil Nadu,Operational,LTE,Data-only as of 2020,India,in
405,21,Reliance,Uttar Pradesh (East),Operational,LTE,Data-only as of 2020,India,in
405,22,Reliance,Uttar Pradesh (West),Operational,LTE,Data-only as of 2020,India,in
405,23,Reliance,West Bengal,Operational,LTE,Data-only as of 2020,India,in
405,51,AirTel,West Bengal,Operational,GSM 900 / GSM 1800 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,52,AirTel,Bihar & Jharkhand,Operational,GSM 900 / GSM 1800 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,53,AirTel,Odisha,Operational,GSM 900 / GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,54,AirTel,Uttar Pradesh (East),Operational,GSM 900 / GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,55,Airtel,Jammu & Kashmir,Operational,GSM 900 / GSM 1800 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,56,AirTel,Assam,Operational,GSM 900 / GSM 1800 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300,,India,in
405,66,Vi India,Uttar Pradesh (West),Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,67,Vi India,West Bengal,Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,70,Vi India,Bihar & Jharkhand,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,750,Vi India,Jammu & Kashmir,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,751,Vi India,Assam,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,752,Vi India,Bihar & Jharkhand,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,753,Vi India,Odisha,Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,754,Vi India,Himachal Pradesh,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,755,Vi India,North East,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former Vodafone India,India,in
405,756,Vi India,Madhya Pradesh & Chhattisgarh,Not Operational,GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300 / TD-LTE 2500, Former Vodafone India,India,in
405,799,Vi India,Mumbai,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,800,AIRCEL,Delhi & NCR,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,801,AIRCEL,Andhra Pradesh and Telangana,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,802,AIRCEL,Gujarat,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,803,AIRCEL,Karnataka,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,804,AIRCEL,Maharashtra & Goa,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,805,AIRCEL,Mumbai,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,806,AIRCEL,Rajasthan,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,807,AIRCEL,Haryana,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,808,AIRCEL,Madhya Pradesh,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,809,AIRCEL,Kerala,Not operational,GSM 1800,Bankrupt in 2018,India,in
405,810,AIRCEL,Uttar Pradesh (East),Not operational,GSM 1800,Bankrupt in 2018,India,in
405,811,AIRCEL,Uttar Pradesh (West),Not operational,GSM,Bankrupt in 2018,India,in
405,812,AIRCEL,Punjab,Not operational,GSM,License cancelled by Supreme Court,India,in
405,819,Uninor,Andhra Pradesh and Telangana,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,818,Uninor,Uttar Pradesh (West),Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,820,Uninor,Karnataka,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,821,Uninor,Kerala,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,822,Uninor,Kolkata,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,824,Videocon Telecom,Assam,Not operational,GSM 1800,Shut down in 2016,India,in
405,827,Videocon Telecom,Gujarat,Not operational,GSM 1800,Shut down in 2016,India,in
405,834,Videocon Telecom,Madhya Pradesh,Not operational,GSM 1800,Shut down in 2016,India,in
405,844,Uninor,Delhi & NCR,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,840,Jio,West Bengal,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,845,Vi India,Assam,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,846,Vi India,Jammu & Kashmir,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,847,Vi India,Karnataka,Not operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100, Former IDEA,India,in
405,848,Vi India,Kolkata,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,849,Vi India,North East,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,850,Vi India,Odisha,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,851,Vi India,Punjab,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,852,Vi India,Tamil Nadu,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100, Former IDEA,India,in
405,853,Vi India,West Bengal,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,854,Jio,Andhra Pradesh,Operational,LTE 1800 / TD-LTE 2300,,India,in
405,855,Jio,Assam,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,856,Jio,Bihar,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,857,Jio,Gujarat,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,858,Jio,Haryana,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,859,Jio,Himachal Pradesh,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,860,Jio,Jammu & Kashmir,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,861,Jio,Karnataka,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,862,Jio,Kerala,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,863,Jio,Madhya Pradesh,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,864,Jio,Maharashtra,Operational,LTE 1800 / TD-LTE 2300,,India,in
405,865,Jio,North East,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,866,Jio,Odisha,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,867,Jio,Punjab,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,868,Jio,Rajasthan,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,869,Jio,Tamil Nadu (incl. Chennai),Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,870,Jio,Uttar Pradesh (West),Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,871,Jio,Uttar Pradesh (East),Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,872,Jio,Delhi,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,873,Jio,Kolkata,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,874,Jio,Mumbai,Operational,LTE 850 / LTE 1800 / TD-LTE 2300,,India,in
405,875,Uninor,Assam,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,880,Uninor,West Bengal,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,881,S Tel,Assam,Not operational,GSM 1800,License cancelled in 2012,India,in
405,908,Vi India,Andhra Pradesh and Telangana,Operational,GSM 900 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,909,Vi India,Delhi,Not Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,910,Vi India,Haryana,Not Operational,GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE 2500, Former IDEA,India,in
405,911,Vi India,Maharashtra,Not Operational,GSM 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / TD-LTE 2300 / TD-LTE 2500, Former SPICE IDEA,India,in
405,912,Etisalat DB (cheers),Andhra Pradesh and Telangana,Not operational,GSM 1800,License cancelled in 2012,India,in
405,913,Etisalat DB (cheers),Delhi & NCR,Not operational,GSM 1800,License cancelled in 2012,India,in
405,914,Etisalat DB (cheers),Gujarat,Not operational,GSM 1800,License cancelled in 2012,India,in
405,917,Etisalat DB (cheers),Kerala,Not operational,GSM 1800,License cancelled in 2012,India,in
405,927,Uninor,Gujarat,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
405,929,Uninor,Maharashtra,Not operational,GSM 1800,Merged with Airtel in 2018,India,in
432,01,Uname,Ertebatat Iran,Operational,LTE,,Iran,ir
432,02,"ApTel, AzarTel",NeginTel,Operational,MVNO,,Iran,ir
432,06,Arian-Tel,Ertebatat-e Arian Tel Co.,Operational,MVNO,,Iran,ir
432,08,Shatel Mobile,Shatel Group,Operational,MVNO,Multi MNO (connected to 3 MNO's RAN with PLMN casting in Rightel RAN),Iran,ir
432,10,Samantel,Samantel Mobile,Operational,MVNO,,Iran,ir
432,11,IR-TCI (Hamrah-e-Avval),Mobile Communications Company of Iran (MCI),Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600,,Iran,ir
432,12,Avacell(HiWEB),Dadeh Dostar asr Novin p.j.s. co & Information Technology Company of Iran,Operational,LTE 800 / TD-LTE 2600,Mostly used in rural areas with poor telephone line and cable equipment,Iran,ir
432,14,TKC/KFZO,Telecommunication Kish Company,Operational,GSM 900 / GSM 1800,,Iran,ir
432,19,Espadan (JV-PJS),Mobile Telecommunications Company of Esfahan,Operational,GSM 900,,Iran,ir
432,20,RighTel,Social Security Investment Co.,Operational,UMTS 900 / UMTS 2100 / LTE 1800,,Iran,ir
432,21,RighTel,Social Security Investment Co.,Operational,UMTS 900 / UMTS 2100 / LTE 1800,,Iran,ir
432,32,Taliya,TCI of Iran and Iran Mobin,Operational,GSM 900 / GSM 1800,Roaming TKC & TCI,Iran,ir
432,35,MTN Irancell,MTN Irancell Telecommunications Services Company,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600 / TD-LTE 3500 / 5G 3500,,Iran,ir
432,40,Mobinnet,Ertebatat Mobinnet,Operational,WiMAX / LTE 3500,,Iran,ir
432,45,Zi-Tel,Farabord Dadeh Haye Iranian Co.,Operational,TD-LTE,,Iran,ir
432,50,Shatel Mobile,Shatel Group,Operational,TD-LTE 2600 MHz,,Iran,ir
432,70,MTCE,Telephone Communications Company of Iran,Operational,GSM 900,Mostly used in rural areas with poor telephone lines and cable equipment (WLL),Iran,ir
432,71,KOOHE NOOR,Telephone Communications Company of Iran,Operational,GSM 900,Mostly used in rural areas with poor telephone lines and cable equipment (WLL),Iran,ir
432,90,Iraphone,IRAPHONE GHESHM of Iran,Operational,GSM 900 / GSM 1800,Mobile Phone,Iran,ir
432,93,Iraphone,Iraphone,Operational,GSM 900 / GSM 1800,"Mostly used in rural areas with poor telephone line and cable equipments, instead of telephone",Iran,ir
432,93,Farzanegan Pars,Farzanegan Pars,Operational,GSM 900 / GSM 1800,Fixed Communication Provider (FCP),Iran,ir
432,99,TCI (GSM WLL),TCI of Iran and Rightel,Operational,GSM 850 / GSM 1900,Roaming IR70 & TCI & RIGHTEL,Iran,ir
418,00,Asia Cell,Asia Cell Telecommunications Company,Operational,GSM 900 / UMTS 2100,,Iraq,iq
418,05,Asia Cell,Asia Cell Telecommunications Company,Operational,GSM 900 / UMTS 2100,,Iraq,iq
418,08,SanaTel,,Operational,GSM 900,,Iraq,iq
418,20,Zain,Zain Iraq,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former MTC Atheer,Iraq,iq
418,30,Zain,Zain Iraq,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Orascom Telecom (Iraqna),Iraq,iq
418,40,Korek,Telecom Ltd,Operational,GSM 900 / UMTS 2100,,Iraq,iq
418,45,Mobitel,Mobitel Co. Ltd.,Operational,UMTS,,Iraq,iq
418,62,Itisaluna,Itisaluna Wireless CO.,Operational,CDMA 800 / CDMA 1900,,Iraq,iq
418,92,Omnnea,Omnnea Wireless,Operational,CDMA,,Iraq,iq
425,01,Partner,Partner Communications Company Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2100 / 5G 3500,Former Orange (until 2016),Palestinian Territory,ps
425,02,Cellcom,Cellcom Israel Ltd.,Operational,GSM 1800 / UMTS 850 / UMTS 2100 / LTE 1800,,Palestinian Territory,ps
